"Id","Title","Time","Description","Link"
"125","Rupee falls 4 paise to close at 79.88 against U.S. dollar ","1661251411000","At the interbank foreign exchange market, the local currency opened at 79.85","https://www.thehindu.com/business/markets/rupee-falls-4-paise-to-close-at-7988-against-us-dollar/article65801186.ece"
"126","Rated Indian companies better placed to withstand rising interest rates, inflation: S&amp;P ","1661242303000","The agency said it expects India&#039;s continued strong economic growth to positively affect companies&#039; revenues","https://www.thehindu.com/business/rated-indian-companies-better-placed-to-withstand-rising-interest-rates-inflation-sp/article65800820.ece"
"127","Indian engineer who frequently traded tweets with Elon Musk says he finally met Tesla CEO ","1661246212000","Pranay Pathole, who amplified a design flaw in Tesla’s windscreen wipers, has since enjoyed chatting openly with the billionaire on Twitter","https://www.thehindu.com/sci-tech/technology/tesla-ceo-elon-musk-india-engineer-pranay-pathole-friend-tweets-twitter/article65800677.ece"
"128","Elon Musk subpoenas former Twitter CEO and friend Jack Dorsey ","1661236310000","Tesla CEO Elon Musk has subpoenaed his friend and former Twitter CEO Jack Dorsey as part of an effort to back out of his $44 billion agreement to acquire the company Dorsey helped found","https://www.thehindu.com/sci-tech/technology/tesla-ceo-elon-musk-subpoena-twitter-block-ceo-jack-dorsey/article65800287.ece"
"129","Minimum wage should be increased to £15 an hour as soon as possible, says TUC","1661290217000","Move opens new policy gap between unions and Labour party, which is reluctant to commit to specific figure under Keir StarmerAnalysis: TUC picks opportune moment to call for rise in minimum wageThe minimum wage should be increased to £15 an hour as soon as possible to help millions of low-paid workers struggling amid the cost of living crisis, the TUC has said.In a move that opens a fresh policy gap between unions and Keir Starmer’s Labour party, the TUC has thrown its weight behind calls for a more ambitious legal floor on pay rates. The union body said the government needed to draw up plans to get wages rising as workers suffer the biggest hit to living standards on record. Continue reading...","https://www.theguardian.com/society/2022/aug/23/minimum-wage-should-be-increased-to-15-an-hour-as-soon-as-possible-says-tuc"
"130","Next PM could face £23bn autumn spend to cover £900 rise in energy bills","1661295678000","Energy prices have soared above prediction and subsidies will require significant further spendingMinisters could face an additional £23bn price tag for covering extra household energy costs of £900 this autumn, rising to £90bn next year, a new paper by the Institute for Government has found.The paper, looking at the options for Liz Truss or Rishi Sunak in No 10, also warned the government should plan for prolonged rises in energy bills by going a lot further in making public appeals to use less gas – for example by informing consumers about the cost savings from turning down thermostats – and in committing to building more energy efficient homes to help protect consumers. Continue reading...","https://www.theguardian.com/uk-news/2022/aug/24/next-pm-could-face-23bn-autumn-spend-to-cover-900-rise-in-energy-bills"
"131","UK and US banks among biggest backers of Russian ‘carbon bombs’, data shows","1661317226000","Ukrainian campaigners call for immediate end to investments, to cut funds to war and help avoid climate breakdownUS and UK financial institutions have been among the leading investors in Russian “carbon bomb” fossil fuel projects, according to a new database of holdings from recent years.Campaigners in Ukraine said these institutions must immediately end such investments, to limit the funding of Russia’s invasion of Ukraine and to avoid climate breakdown. Continue reading...","https://www.theguardian.com/environment/2022/aug/24/uk-and-us-banks-among-biggest-backers-of-russian-carbon-bombs-data-shows"
"132","$75m superyacht linked to Russian steel billionaire auctioned off in Gibraltar","1661283800000","The vessel was seized in March under sanctions imposed on Moscow over the war in Ukraine A £65m superyacht owned by a sanctioned Russian oligarch has attracted 63 bids at auction in Gibraltar in the first sale of an oligarch’s assets since Putin invaded Ukraine in February.The 72.5-metre Axioma, was seized from steel billionaire Dmitry Pumpyansky in March following sanctions by the UK, EU and the US. Continue reading...","https://www.theguardian.com/world/2022/aug/23/75m-superyacht-linked-to-russian-steel-billionaire-auctioned-off-in-gibraltar"
"133","How Twitter’s whistleblower could boost Elon Musk’s legal battle","1661317227000","Peiter Zatko, former security chief, brought allegations of widespread security threats and spam concerns against the companyNew whistleblower allegations of widespread security threats and spam concerns at Twitter may give Elon Musk ammunition in his fight to back out of a deal to buy the company.On Tuesday, an 84-page complaint written by Twitter’s former security chief turned whistleblower, Peiter Zatko, alleged that Twitter prioritizes user growth over reducing spam, did not have a plan in place for major security issues, and that half the company’s servers were running out-of-date and vulnerable software. Continue reading...","https://www.theguardian.com/technology/2022/aug/23/twitter-whistleblower-elon-musk-termination-penalty"
"134","Eurotunnel passengers stranded underground for five hours","1661295933000","Travellers had to leave their vehicles and walk through the emergency tunnelEurotunnel passengers were stranded for nearly five hours at subsea level after the train broke down beneath the Channel, leaving hundreds of passengers to be ushered to a service tunnel.The incident happened late on Tuesday, affecting the 3.50pm Eurotunnel Le Shuttle service from Calais to Folkestone. Continue reading...","https://www.theguardian.com/uk-news/2022/aug/24/eurotunnel-passengers-stranded-underground-for-five-hours"
"135","Bank of England may be forced to raise interest rates to 4% in 2023","1661263024000","City traders bet central bank will more than double cost of borrowing to combat soaring inflationThe Bank of England could be forced to raise interest rates to 4% from as early as next year to combat soaring inflation, despite the growing risk of recession amid the cost of living crisis.City traders are betting the central bank will more than double the cost of borrowing from 1.75% in response to inflation at the highest levels for more than 40 years. Continue reading...","https://www.theguardian.com/business/2022/aug/23/bank-of-england-may-be-forced-to-raise-interest-rates-to-4-per-cent-2023-inflation"
"136","Throwing the switch on Scotland’s largest offshore windfarm","1661275202000","A rare bright spot for the UK’s energy supply as Seagreen’s £3bn project begins generating powerSteve Wilson is a little windswept after stepping off a rocking boat in choppy North Sea waters. Wilson is programme director of Seagreen, Scotland’s largest offshore windfarm, which this week began producing power.Wilson has just sailed an hour out to sea from Montrose, in Angus on the east coast of Scotland, with other local, interested parties. There, they witnessed a technician hop aboard one of the first turbines to feed power back to the mainland. A drone operator onboard protested about conditions that made it tricky to send up the machine. “We did deliberately decide to build it somewhere windy,” Wilson laughed after landing safely back on shore. Continue reading...","https://www.theguardian.com/environment/2022/aug/23/throwing-the-switch-on-scotlands-largest-offshore-windfarm"
"137","More than 70% of pubs do not expect to survive winter as energy costs soar","1661277365000","Independent brewers and pub operators warn of ‘doomsday scenario’ unless government takes urgent actionBritain’s independent brewers have urged ministers to step in to save the sector, as research revealed more than 70% of pubs do not expect to survive the winter if nothing is done to ease energy costs.In a letter to the chancellor, Nadhim Zahawi, independent brewers on Tuesday called for immediate government intervention, warning a once thriving cottage industry was now facing “grave uncertainty”. They said the impact of surging energy bills was being compounded by a fall in sales as households seek to save money, shortages of equipment such as kegs, cans and CO2 gas, and a poor hop harvest pushing up prices. Continue reading...","https://www.theguardian.com/business/2022/aug/23/pubs-winter-energy-costs-soar"
"138","Sunak attacks Truss’s plans to curb Bank of England’s independence","1661274972000","Former chancellor says rival’s economic proposals could ‘spook international investors’Liz Truss’s plans to curb the independence of the Bank of England could spook investors and “be bad for all of us”, Rishi Sunak has said as he continued to attack her economic policy.Sunak, a former chancellor, said the government needed to “let the Bank of England get on with its job with interest rates”. Continue reading...","https://www.theguardian.com/politics/2022/aug/23/rishi-sunak-attacks-liz-trusss-plans-to-curb-bank-of-englands-independence"
"139","Twitter whistleblower alleges ‘egregious deficiencies’ in security measures","1661273640000","Peiter ‘Mudge’ Zatko says company deceived users, board members and federal government about strength of its security measuresTwitter’s former head of security has accused the company of “extreme, egregious deficiencies” in its handling of user information and spam bots in a scathing whistleblower complaint.Peiter Zatko, a veteran hacker and security expert known as “Mudge”, says the company has deceived users, board members and the federal government about the strength of its security measures. Zatko was hired in 2020 by the Twitter co-founder and then CEO Jack Dorsey to strengthen the company’s security after a mass hack targeted 130 high-profile Twitter accounts. Continue reading...","https://www.theguardian.com/technology/2022/aug/23/twitter-whistleblower-peiter-zatko-mudge-security"
"140","UK customers face ‘catastrophic winter’ as energy costs soar, says EDF retail boss","1661248642000","Half of UK households could be in fuel poverty by January unless government steps in, says managing director for customersThe UK faces a “dramatic and catastrophic winter for customers” as energy prices soar, according to a stark warning from the head of EDF Energy’s retail business.Philippe Commaret, the energy firm’s managing director for customers, called for extra government intervention, including help for households to insulate their homes and a VAT cut for small businesses as prices jumped to record levels. Continue reading...","https://www.theguardian.com/business/2022/aug/23/uk-customers-face-catastrophic-winter-as-energy-costs-soar-says-edf-retail-boss"
